mRNA_size	ORF_size	Fickett_score	Hexamer_score	coding_prob
MSTRG.21947.4	40250	594	0.4781	-0.235550855006	0.122276266073115
MSTRG.21946.1	415	363	1.0738	0.36400941718	0.700957736754281
MSTRG.21948.1	216351	642	0.4376	-0.16464285337	0.00397153392672388
MSTRG.21949.1	26957	573	1.2629	0.476571325076	0.928177971911498
MSTRG.21950.1	62306	546	1.1965	-0.102980493162	0.27793718354843
MSTRG.21951.1	5000	228	0.7714	-0.0888760222367	0.0663920673022476
MSTRG.21952.1	18541	552	0.8978	0.143677419625	0.637400216649826
MSTRG.21953.1	384814	681	0.734	-0.0271950216417	0.000313909324275981
MSTRG.21953.2	384728	681	0.734	-0.0271950216417	0.000314540518002761
MSTRG.21953.3	469596	681	0.734	-0.0271950216417	4.33136886314758e-05
MSTRG.21953.4	36117	348	0.7075	0.0105584662566	0.0982469226508891
MSTRG.21954.1	31226	387	0.6928	-0.0296510565969	0.117857404736334
MSTRG.21955.1	32322	366	0.7604	-0.163635541956	0.0683632358248007
MSTRG.21953.5	8430	330	0.7555	-0.182742664381	0.0831041975780958
MSTRG.21956.1	17048	309	0.7906	-0.382282967419	0.029188872203139
MSTRG.21956.2	16953	309	0.7906	-0.382282967419	0.0292518358403507
MSTRG.21957.1	10038	681	0.9743	0.214987127359	0.893546945800721
MSTRG.21958.1	14089	417	1.0299	0.366921608892	0.70105355736901
MSTRG.21959.1	21973	345	0.9469	0.0870264843373	0.240457107838086
MSTRG.21962.1	30961	393	0.6299	-0.167239008296	0.0664282422278538
MSTRG.21962.2	30209	393	0.6299	-0.167239008296	0.0675262069472771
MSTRG.21962.3	30063	393	0.6299	-0.167239008296	0.0677413180523757
MSTRG.21961.1	2286	267	0.5685	0.20586759923	0.186804635814158
MSTRG.21963.1	80770	549	0.4542	-0.0208384171225	0.0824802492788227
MSTRG.21963.2	80691	549	0.4542	-0.0208384171225	0.08262004291723
MSTRG.21963.3	3352	468	0.6923	-0.0266795450475	0.317373487896365
MSTRG.21966.1	11250	267	0.8037	0.00839112157749	0.114019603324523
MSTRG.21964.1	10666	369	0.7543	0.0599015010037	0.234713643569258
MSTRG.21964.2	10560	369	0.7543	0.0599015010037	0.235158800987533
MSTRG.21965.1	19690	396	0.9195	-0.264511251884	0.0982322238853358
MSTRG.21967.1	1372	228	1.0198	0.359714785471	0.434703488659905
MSTRG.21968.1	4298	453	1.1422	0.117682624441	0.629647199014734
MSTRG.21969.1	2191	1209	1.0477	0.244796942164	0.998306803313793
MSTRG.21968.2	3215	453	1.1422	0.117682624441	0.635528265514845
MSTRG.21973.1	2718	456	0.8243	-0.00308243630059	0.37855417657183
MSTRG.21973.2	2157	456	0.8243	-0.00308243630059	0.381642622964969
MSTRG.21973.3	2073	456	0.8243	-0.00308243630059	0.382105895645432
MSTRG.21974.1	6169	294	0.5314	-0.0295187629153	0.0833125195020148
MSTRG.21974.2	5604	294	0.5314	-0.0295187629153	0.0843262661462303
MSTRG.21978.1	5940	264	1.0284	-0.0713633273825	0.135158087602365
MSTRG.21978.2	12265	342	1.1863	0.329969259179	0.6209293043604
MSTRG.21978.3	11743	342	1.1863	0.329969259179	0.623795776057744
MSTRG.21978.4	20170	342	1.1863	0.329969259179	0.576591485880388
MSTRG.21978.5	13982	318	0.5747	-0.419467337858	0.0194301799599848
MSTRG.21978.6	10843	318	0.5747	-0.419467337858	0.0208779131053806
MSTRG.21978.7	1687	201	0.8547	-0.360386804805	0.0237515029026752
MSTRG.21971.1	10429	282	0.7565	-0.15130914205	0.0651549482867861
MSTRG.21971.2	10456	282	0.7565	-0.15130914205	0.0651165340774687
MSTRG.21971.3	9975	282	0.7565	-0.15130914205	0.065804041268658
MSTRG.21972.1	263	60	0.8112	-0.0488508482836	0.0291000573637467
MSTRG.21971.4	2036	189	0.5511	0.058423342051	0.0651845107379728
MSTRG.21970.1	1018	288	0.5265	-0.0223152720314	0.091058768413893
MSTRG.21975.1	544	90	0.8291	-0.170404534509	0.0227263195998688
MSTRG.21976.1	458	144	1.1658	0.46481801624	0.463498545327419
MSTRG.21977.1	19491	495	0.5711	0.116250417629	0.356832265914881
MSTRG.21980.1	7704	717	0.6895	0.0625320403746	0.783952434273994
MSTRG.21979.1	2920	516	0.5488	0.0994991968594	0.459990747609839
MSTRG.21979.2	1708	516	0.5488	0.0994991968594	0.467032429808586
MSTRG.21981.1	400	363	1.0132	0.151781725326	0.467998388956468
MSTRG.21982.1	1326	357	0.7645	0.22003061868	0.406948456163181
MSTRG.21983.1	392	114	1.1434	0.000942305478572	0.0911699927646589
MSTRG.21984.1	1085	303	0.6525	-0.140765808436	0.0798743416417334
MSTRG.21985.1	987	285	0.6165	-0.0783142053439	0.0844568917070921
MSTRG.21986.1	2611	348	0.9054	0.32834558065	0.558066275364639
MSTRG.21986.2	5366	261	0.523	-0.242640349276	0.0291840020523886
MSTRG.21987.1	3073	336	0.9504	0.270823196487	0.49610870750715
MSTRG.21988.1	4106	438	0.4387	-0.376741298469	0.0520136086523491
MSTRG.21989.1	4735	231	0.8174	-0.00202800902902	0.102016999148604
MSTRG.21990.1	11922	408	1.0226	0.227375770875	0.563134618954857
MSTRG.21991.1	7702	390	0.6604	-0.133675136065	0.12706560758525
MSTRG.21992.1	8818	345	0.7658	-0.0342233824922	0.157713331703381
MSTRG.21993.1	12540	483	1.1869	0.302087232889	0.80086218564735
MSTRG.21998.1	2054	306	0.7139	-0.148519689053	0.0860725090181566
MSTRG.21997.1	3628	240	0.9637	-0.0538125381103	0.116722248123794
MSTRG.21994.1	651	174	0.8622	0.10380217622	0.121861700354308
MSTRG.21995.1	1829	240	1.2726	0.0522523610536	0.274145529750826
MSTRG.21996.1	212	63	0.5779	-0.0768029073792	0.0174159277614159
MSTRG.22001.1	1744	117	0.8822	-0.302182904345	0.0173874699241722
MSTRG.21999.1	451	147	1.0075	-0.0996426729544	0.061418864662258
MSTRG.22000.1	397	168	0.7936	-0.0373989948814	0.0619683037337211
MSTRG.22002.1	301	126	0.4181	-0.643312755715	0.00203826138469642
MSTRG.22003.1	354	99	0.7246	-0.279752851991	0.0129545302860032
MSTRG.22005.1	1283	390	0.9833	0.306528493739	0.650924600624573
MSTRG.22006.1	3767	417	1.2304	0.0532489985776	0.545849168776393
MSTRG.22006.2	734	327	0.928	0.130216014086	0.344705509572511
MSTRG.22004.1	616	117	0.9169	-0.0718674383552	0.0473387629925916
MSTRG.22007.1	9760	291	0.8588	0.0987844789802	0.202575635526621
MSTRG.22007.2	8324	291	0.8588	0.0987844789802	0.208049649071364
MSTRG.22008.1	46593	510	0.723	-0.128278052111	0.13807295597092
MSTRG.22008.2	45820	510	0.723	-0.128278052111	0.140236447293875
MSTRG.22009.1	63682	489	0.5472	-0.227604045323	0.042482687923769
MSTRG.22012.1	12100	477	0.9614	0.154244348952	0.58293833241879
MSTRG.22011.1	80	0	0	0	0.00524575835037411
MSTRG.22010.1	596	189	1.0188	-0.130380369322	0.0736716537904903
MSTRG.22013.1	40565	906	1.0951	0.561737941541	0.990808706720595
MSTRG.22020.1	78422	807	0.4029	-0.0425379790802	0.337028437373361
MSTRG.22020.2	76443	807	0.4029	-0.0425379790802	0.34743661221175
MSTRG.22020.3	49953	510	0.4707	-0.220970400012	0.0596320473131844
MSTRG.22015.1	602	186	0.8294	-0.0133368967345	0.0811293959557363
MSTRG.22016.1	3463	294	0.9248	0.295167877576	0.431474116629569
MSTRG.22017.1	2521	393	0.8971	0.211754855141	0.517002793749397
MSTRG.22018.1	536	213	0.8416	0.0986889691804	0.148046016959091
MSTRG.22014.1	473	165	0.6067	-0.0637060419965	0.039326870427207
MSTRG.22019.1	25591	519	0.6383	-0.0887032123952	0.219008574739311
MSTRG.22019.2	30005	519	0.6383	-0.0887032123952	0.201880068039673
MSTRG.22019.3	23554	444	0.6043	-0.154525305373	0.109346921488045
MSTRG.22021.1	43314	408	0.5466	-0.360527899862	0.0225667147533085
MSTRG.22021.2	42981	408	0.5466	-0.360527899862	0.0227389706039313
MSTRG.22024.1	34403	339	0.5912	-0.105582126293	0.0505516469236891
MSTRG.22025.1	42857	510	0.8928	0.220795510122	0.499718867956833
MSTRG.22026.1	672	300	1.25	0.222785047231	0.535320304673857
MSTRG.22022.1	275	24	0.4019	-0.275340209884	0.00425776366307109
MSTRG.22023.1	56479	309	0.6092	-0.234952713611	0.0153581396800649
MSTRG.22028.1	51405	1602	1.2298	0.50927290734	0.999924065230369
MSTRG.22028.2	15903	414	0.756	-0.0342122878212	0.204056140323761
MSTRG.22027.1	210	132	0.7857	-0.0220467456571	0.0509554753259502
MSTRG.22029.1	336	60	0.6602	-0.0207253364505	0.0247222850212331
MSTRG.22030.1	14632	291	0.6305	0.0186898854901	0.0965507524898477
MSTRG.22031.1	863	147	0.8701	-0.302922691379	0.0213961017050351
MSTRG.22032.1	6591	294	0.5709	-0.174488198913	0.0508215107141488
MSTRG.22032.2	5763	294	0.5709	-0.174488198913	0.0517628859828039
MSTRG.22033.1	1425	189	1.0564	-0.4233042962	0.024634212731864
MSTRG.22034.1	2046	237	0.7109	-0.174610361016	0.0486813888407241
MSTRG.22035.1	6460	306	0.5516	-0.111277978161	0.0681743287690044
MSTRG.22036.1	1578	255	0.7229	-0.412057499848	0.0223088200804098
MSTRG.22037.1	913	96	0.6451	-0.161966426618	0.0173910030600563
MSTRG.22038.1	43023	2364	1.0125	0.0572889291345	0.999997571382471
MSTRG.22042.1	30843	396	0.5917	-0.207332369064	0.0545030803417743
MSTRG.22039.1	874	234	0.7115	-0.182686493702	0.0474836737641951
MSTRG.22040.1	315	90	1.0692	-0.184019460511	0.0334062497081737
MSTRG.22041.1	4772	192	0.8433	0.114211331384	0.126319503102131
MSTRG.22044.1	159669	843	0.4773	-0.482359552562	0.0184342371490645
MSTRG.22044.2	161263	843	0.4773	-0.482359552562	0.0177722893960896
MSTRG.22044.5	158650	843	0.4773	-0.482359552562	0.0188700162199467
MSTRG.22044.4	158891	843	0.4773	-0.482359552562	0.0187660481566277
MSTRG.22044.3	158891	843	0.4773	-0.482359552562	0.0187660481566277
MSTRG.22044.6	158165	843	0.4773	-0.482359552562	0.0190809617932913
MSTRG.22044.7	157641	843	0.4773	-0.482359552562	0.0193114688069256
MSTRG.22044.8	155095	843	0.4773	-0.482359552562	0.0204708671130575
MSTRG.22043.1	245	144	0.7157	-0.0812199884605	0.0387599376739505
MSTRG.22046.1	140809	951	0.5042	0.113036339217	0.432757672682851
MSTRG.22046.2	140594	951	0.5042	0.113036339217	0.433991225946733
MSTRG.22045.1	2176	657	0.8956	-0.0376005043571	0.722907149185233
MSTRG.22048.1	73751	522	0.6706	-0.194795126885	0.0601580341818986
MSTRG.22048.2	37197	366	0.9221	-0.0969546024021	0.104082341689814
MSTRG.22048.3	15321	366	0.9221	-0.0969546024021	0.162255626905567
MSTRG.22047.1	30420	519	0.5193	-0.0183235008509	0.211177625184925
MSTRG.22051.1	79475	855	1.3084	0.334420096464	0.946363723935844
MSTRG.22051.3	79306	855	1.3084	0.334420096464	0.946563801453986
MSTRG.22051.2	65961	855	1.3084	0.334420096464	0.960309810911805
MSTRG.22051.4	61107	855	1.3084	0.334420096464	0.964413856530573
MSTRG.22051.5	78049	855	1.3084	0.334420096464	0.948029994850091
MSTRG.22052.1	236	57	1.2345	0.0892821904076	0.101879086421215
MSTRG.22049.1	3427	339	0.821	0.10023927248	0.280845581017328
MSTRG.22053.1	254758	1950	0.6359	-0.0348617551254	0.980475460122116
MSTRG.22053.2	89022	1362	0.7358	0.140847309323	0.988452945993556
MSTRG.22053.3	235311	1950	0.6359	-0.0348617551254	0.987515925489649
MSTRG.22053.4	105525	1950	0.6359	-0.0348617551254	0.999391040672481
MSTRG.22053.5	231413	1950	0.6359	-0.0348617551254	0.988590281025032
MSTRG.22053.6	184596	1950	0.6359	-0.0348617551254	0.996149443663452
MSTRG.22050.1	29469	402	0.8111	-0.155987920389	0.103390758763692
MSTRG.22060.1	151553	10032	0.665	0.209060892687	1
MSTRG.22060.2	54541	726	1.1658	-0.587445943416	0.18061504221505
MSTRG.22060.3	150928	10032	0.665	0.209060892687	1
MSTRG.22060.4	6048	291	0.8781	-0.482337059371	0.0259934843779075
MSTRG.22060.5	23840	987	0.5555	-0.0202441589157	0.90658312078707
MSTRG.22055.1	304673	816	0.596	-0.44558594805	0.000756043109475797
MSTRG.22056.1	27931	852	0.4256	-0.232494466272	0.523346567619181
MSTRG.22054.1	264	60	0.8318	0.105331679436	0.0552621440850554
MSTRG.22057.1	550	102	0.8377	-0.177960199066	0.0243710841801179
MSTRG.22058.1	475	114	1.1154	-0.0805859653371	0.0637583667510233
MSTRG.22059.1	10135	357	0.6068	-0.0953321507688	0.102932458598175
MSTRG.22061.1	1790	177	1.0209	-0.0173863082059	0.101540735497883
MSTRG.22062.1	8048	2691	0.5806	-0.328004875684	0.999998907029488
MSTRG.22063.1	8976	312	0.583	-0.199879721274	0.0504781137404939
MSTRG.22064.1	257	171	0.5545	-0.0938565081464	0.0333193462991511
MSTRG.22065.1	298	108	0.9364	0.0949412253642	0.0877691301896514
MSTRG.22066.1	285	66	1.0538	-0.0993167391232	0.0384252213060469
MSTRG.22067.1	242	36	0.3825	-0.0659780178836	0.010482846621205
MSTRG.22107.1	110079	675	0.4062	-0.61798881913	0.00887699094837681
MSTRG.22107.2	112019	675	0.4062	-0.61798881913	0.0084869406554509
MSTRG.22107.3	112011	675	0.4062	-0.61798881913	0.00848851369528979
MSTRG.22107.4	107640	675	0.4062	-0.61798881913	0.00939266178900967
MSTRG.22107.5	68648	675	0.4062	-0.61798881913	0.0230368668511346
MSTRG.22107.6	106181	675	0.4062	-0.61798881913	0.0097152048473504
MSTRG.22107.7	105774	675	0.4062	-0.61798881913	0.00980712124261486
MSTRG.22107.8	59809	399	0.8088	-0.122794203824	0.0595689911902846
MSTRG.22107.9	80149	546	0.4691	-0.394370755363	0.0195366070536085
MSTRG.22107.10	50470	399	0.8088	-0.122794203824	0.0730334321148343
MSTRG.22107.11	44564	375	0.7481	0.261412757572	0.246335639987321
MSTRG.22107.12	78950	546	0.4691	-0.394370755363	0.0200805036956512
MSTRG.22107.13	84907	546	0.4691	-0.394370755363	0.0175171141968101
MSTRG.22108.1	251	24	0.5924	-0.398736421075	0.00366808392581082
MSTRG.22068.1	350	72	0.5745	-0.0987904485629	0.0168353219692269
MSTRG.22069.1	4534	291	0.504	-0.205172927795	0.0410622902009407
MSTRG.22070.1	807	84	0.6621	-0.162595244228	0.0164744480668677
MSTRG.22071.1	969	252	0.5529	-0.185930951328	0.0399534899988531
MSTRG.22072.1	214	90	0.4747	-0.239127788514	0.00907066301554388
MSTRG.22073.1	308	21	0.8679	-0.276894786698	0.0097868114184664
MSTRG.22074.1	957	153	0.6452	-0.284971253948	0.0158801791653617
MSTRG.22075.1	1333	270	0.6656	-0.0854615426311	0.0803564045487361
MSTRG.22076.1	290	87	0.8784	-0.394979641881	0.00991786685414403
MSTRG.22077.1	733	309	0.7254	-0.249100147088	0.0629801629210372
MSTRG.22078.1	1290	369	0.5589	-0.24058381153	0.0721083295714345
MSTRG.22079.1	273	126	0.567	-0.377294666888	0.00793557911562625
MSTRG.22080.1	331	45	0.6187	-0.449425677381	0.0036365749801815
MSTRG.22082.1	1249	186	0.9402	-0.0746204869417	0.0767946289820867
MSTRG.22081.1	648	147	0.924	-0.301066981934	0.0238911013329424
MSTRG.22083.1	74825	3615	0.5035	-0.575798645733	0.999999978979812
MSTRG.22084.1	2018	132	0.6686	-0.225213284982	0.017720216482263
MSTRG.22085.1	3955	393	0.644	0.218474291097	0.399225412036853
MSTRG.22086.1	3955	393	0.5444	0.146577077351	0.291548444204134
MSTRG.22087.1	379	132	0.6981	0.141085448544	0.0813311062976527
MSTRG.22093.1	1266	411	0.6966	0.133381336171	0.38555078327993
MSTRG.22094.1	988	174	0.8719	0.206896192006	0.17606318542691
MSTRG.22094.2	2311	675	0.6813	0.151581748314	0.811624498949784
MSTRG.22095.1	1266	108	0.4252	-0.00538863653082	0.0235523488034925
MSTRG.22088.1	1388	168	0.8353	-0.159550764627	0.0406139108505924
MSTRG.22089.1	3848	183	0.6546	-0.252642043464	0.0212884234192369
MSTRG.22090.1	2241	183	0.6796	-0.29314826426	0.0196536427190982
MSTRG.22091.1	292	75	1.1919	0.0961780884238	0.10919763463078
MSTRG.22092.1	2564	408	0.7794	-0.282412359741	0.112643347499386
MSTRG.22096.1	1458	174	0.4565	-0.216580107998	0.0169873588652921
MSTRG.22097.1	57	0	0	0	0.00524856331649187
MSTRG.22098.1	387	348	0.9118	0.369080686304	0.613898440381195
MSTRG.22099.1	39553	7341	0.9238	0.106272221352	1
MSTRG.22102.1	84572	2958	0.6882	0.00184578537209	0.999999797821585
MSTRG.22102.2	84476	2958	0.6882	0.00184578537209	0.999999798274566
MSTRG.22101.1	30266	450	0.4991	-0.0676459519043	0.113911787468528
MSTRG.22100.1	2697	291	0.5222	-0.28748263956	0.0319691715544572
MSTRG.22103.1	989	258	0.9996	0.251035195564	0.37305059314636
MSTRG.22104.1	214	72	0.7468	-0.410267712452	0.00657969392125197
MSTRG.22105.1	2950	498	0.6185	-0.0825307732843	0.287904607909877
MSTRG.22110.1	79739	378	0.5244	0.15633993898	0.0592969257612516
MSTRG.22110.2	79572	378	0.5244	0.15633993898	0.0595149517870493
MSTRG.22110.4	23622	378	0.5244	0.15633993898	0.189553634161394
MSTRG.22110.3	79566	378	0.5244	0.15633993898	0.059522799015219
MSTRG.22110.5	79658	378	0.5244	0.15633993898	0.059402581291673
MSTRG.22110.6	79242	357	0.7142	-0.153632981627	0.0214919476659801
MSTRG.22106.1	22675	654	1.1102	0.216377165578	0.869417141700216
MSTRG.22109.1	17967	303	0.6763	-0.0832999019792	0.0718050558460653
MSTRG.22117.1	57828	1032	0.6936	-0.163685511605	0.813603027369219
MSTRG.22117.2	57717	1032	0.6936	-0.163685511605	0.813996017186737
MSTRG.22112.1	6176	345	0.6221	-0.107732222076	0.101433515571434
MSTRG.22111.1	506	48	0.8577	-0.409029011799	0.00678743781188407
MSTRG.22113.1	1940	1233	1.268	0.456909310174	0.999604680784842
MSTRG.22114.1	17369	432	1.0053	0.207847299584	0.546813064033701
MSTRG.22115.1	5525	537	0.7567	0.0624980147457	0.541319768800188
MSTRG.22116.1	56051	1476	1.2146	0.4202464248	0.999689027882716
MSTRG.22116.2	55173	1476	1.2146	0.4202464248	0.999695340317093
MSTRG.22123.1	55109	411	0.4913	-0.10217222926	0.0444065634620035
MSTRG.22118.1	120772	8073	0.7804	-0.155334840844	1
MSTRG.22119.1	17368	387	0.4295	-0.292522180395	0.0372009952497333
MSTRG.22120.1	272	264	1.0723	-0.160351647541	0.118589260378354
MSTRG.22124.1	111687	492	0.5964	-0.203639512031	0.0175371243819698
MSTRG.22124.2	110467	492	0.5964	-0.203639512031	0.0180350665359326
MSTRG.22124.3	106104	492	0.5964	-0.203639512031	0.0199319623543049
MSTRG.22124.4	81078	492	0.5964	-0.203639512031	0.0352102695546351
MSTRG.22121.1	551	345	1.0975	-0.0200355018542	0.308465173423104
MSTRG.22122.1	313	90	1.0173	-0.251953819999	0.0232197382205213
MSTRG.22125.1	5901	795	1.0237	0.427856957036	0.982172197254451
MSTRG.22126.1	31067	444	1.0078	0.031167004562	0.317916962753588
MSTRG.22127.1	91187	729	0.5556	-0.081091675487	0.196023597014873
MSTRG.22127.2	6650	270	0.8369	-0.124939793998	0.0828241595232225
MSTRG.22147.1	211248	939	0.8029	-0.398767017433	0.0281952478066484
MSTRG.22147.2	211192	939	0.8029	-0.398767017433	0.0282311211051528
MSTRG.22147.3	20962	417	1.1393	0.435638371122	0.764252737958182
MSTRG.22147.4	44675	534	0.6247	-0.08467183781	0.165493261162232
MSTRG.22147.5	23297	939	0.8029	-0.398767017433	0.700864406404617
MSTRG.22147.6	21079	411	0.7843	-0.0983867424036	0.152714749878173
MSTRG.22128.1	260	111	0.6859	-0.268208580242	0.0137991762109728
MSTRG.22129.1	783	156	0.695	-0.183900546995	0.0267236743280174
MSTRG.22130.1	718	198	1.0653	-0.190193765854	0.0673841082651304
MSTRG.22131.1	6227	879	1.1974	0.540969894901	0.995472562118009
MSTRG.22132.1	532	66	0.8182	-0.495001604149	0.00505885227621087
MSTRG.22133.1	2378	333	0.7395	-0.182217523938	0.0940246469314699
MSTRG.22134.1	821	261	0.869	-0.0806377548436	0.109827258036265
MSTRG.22135.1	5728	318	0.8574	-0.436204943336	0.0365746605717487
MSTRG.22136.1	24494	405	0.4432	-0.0578845149892	0.0906837020442407
MSTRG.22136.2	19382	405	0.4432	-0.0578845149892	0.101026109872655
MSTRG.22145.1	46827	642	0.5576	-0.161283096514	0.209682307736186
MSTRG.22145.2	39936	609	0.5107	-0.0962682379315	0.226990738239673
MSTRG.22145.3	11086	372	0.3882	-0.26286711567	0.0402895678381839
MSTRG.22144.1	6910	672	1.1834	0.422304028493	0.966821762831913
MSTRG.22144.2	6698	672	1.1834	0.422304028493	0.966980285678922
MSTRG.22137.1	634	111	1.1696	-0.267581543406	0.0330580662438618
MSTRG.22138.1	1563	336	1.0632	0.335986156919	0.6214982812334
MSTRG.22140.1	3177	330	0.784	-0.253055805671	0.074976985655487
MSTRG.22139.1	451	45	1.1277	0.169120059394	0.105237462014265
MSTRG.22141.1	1762	285	0.7075	0.0619023368642	0.159913553668508
MSTRG.22143.1	6900	297	0.7276	-0.16540691458	0.0701557894014983
MSTRG.22142.1	327	117	0.7708	-0.0963016526423	0.0333498275767382
MSTRG.22146.2	10193	360	0.4414	-0.236243688285	0.0461555951482063
MSTRG.22146.1	16601	471	0.6522	0.0465387317946	0.30385651305547
MSTRG.22149.2	109154	645	0.8234	-0.496025099143	0.0256876156593183
MSTRG.22149.1	114371	645	0.8234	-0.496025099143	0.0228070009633298
MSTRG.22149.3	59011	450	0.8561	-0.00870024700677	0.139663744619597
MSTRG.22148.1	5695	528	1.1826	0.187764644842	0.802334938261568
MSTRG.22150.1	1164	180	0.6703	-0.315995113562	0.0176912842917982
MSTRG.22151.1	18221	363	0.8534	0.0110687694155	0.195123575567498
MSTRG.22154.1	88505	498	0.6297	-0.0284380941164	0.0652189520306479
MSTRG.22154.2	10098	498	0.6297	-0.0284380941164	0.303516927910565
MSTRG.22152.1	360	291	1.1008	0.53663865749	0.748302822958816
MSTRG.22153.1	394	231	1.0907	0.260397927218	0.379330847006799
MSTRG.22158.1	6938	405	0.914	-0.0955162134232	0.2362374031341
MSTRG.22158.3	6840	405	0.914	-0.0955162134232	0.236650788913641
MSTRG.22158.2	6890	405	0.914	-0.0955162134232	0.236439815460558
MSTRG.22158.4	6718	405	0.914	-0.0955162134232	0.237166109059392
MSTRG.22155.1	372	372	1.2616	0.555373556803	0.885893690849436
MSTRG.22156.1	107530	573	0.6963	-0.325372194132	0.0251847191738057
MSTRG.22156.2	107417	573	0.6963	-0.325372194132	0.0252496188665582
MSTRG.22159.1	2323	447	0.5673	-0.222742527299	0.127034055524693
MSTRG.22157.1	218	39	0.9332	-0.382702645615	0.00819466394336824
MSTRG.22167.1	116009	6429	0.5201	-0.136507662152	1
MSTRG.22167.2	60948	6429	0.5201	-0.136507662152	1
MSTRG.22167.3	39973	378	0.7034	0.101584213645	0.151109376659029
MSTRG.22167.4	4807	366	0.7879	-0.144875154084	0.136887766945492
MSTRG.22168.1	18880	333	0.6342	-0.0234562200898	0.0999525203447822
MSTRG.22168.2	14378	306	0.766	-0.140278896133	0.0744732471644129
MSTRG.22169.1	28736	396	0.7146	0.0479065558166	0.17768430998999
MSTRG.22169.2	23306	396	0.7146	0.0479065558166	0.196985031812269
MSTRG.22169.3	16885	396	0.7146	0.0479065558166	0.221797691034479
MSTRG.22162.1	9486	510	0.7312	0.0113983381669	0.406590938350719
MSTRG.22163.1	48287	390	0.4041	-0.261346763667	0.0203512930871196
